"element_in","element_in_cost","element_out","element_out_cost","entry","event","time"
435,56,42,46,2752114,23,"2021-02-05T19:08:56.750972Z"
32,39,483,46,2752114,23,"2021-02-05T19:08:56.750076Z"
301,60,557,50,2752114,23,"2021-02-05T12:35:08.335984Z"
557,50,119,82,2752114,21,"2021-01-29T22:36:56.056755Z"
219,55,162,55,2752114,19,"2021-01-16T10:37:55.188992Z"
300,48,139,54,2752114,19,"2021-01-15T20:23:43.238337Z"
203,54,148,58,2752114,18,"2021-01-05T20:19:39.387853Z"
558,46,461,51,2752114,15,"2020-12-24T00:26:32.314517Z"
162,55,226,59,2752114,15,"2020-12-24T00:26:32.304374Z"
461,51,376,45,2752114,14,"2020-12-18T19:41:44.905943Z"
42,45,11,51,2752114,13,"2020-12-14T18:57:01.935575Z"
376,45,458,55,2752114,12,"2020-12-10T09:06:29.271564Z"
226,59,155,61,2752114,11,"2020-12-01T18:47:07.056968Z"
148,58,370,59,2752114,10,"2020-11-24T18:42:22.798057Z"
370,59,481,60,2752114,8,"2020-11-03T20:40:22.407964Z"
11,50,226,59,2752114,8,"2020-11-03T20:40:22.402161Z"
139,54,16,45,2752114,5,"2020-10-17T09:06:45.110313Z"
16,45,81,54,2752114,4,"2020-10-03T07:20:04.800305Z"
556,55,496,50,2752114,4,"2020-10-01T18:34:46.296326Z"
496,50,197,45,2752114,2,"2020-09-17T12:51:33.963142Z"
103,67,268,103,2438353,38,"2021-05-21T09:04:27.364562Z"
231,72,468,67,2438353,38,"2021-05-21T09:04:27.241857Z"
284,60,311,62,2438353,36,"2021-05-14T07:39:08.733220Z"
500,82,18,76,2438353,35,"2021-05-04T11:05:47.913041Z"
358,52,340,57,2438353,32,"2021-04-14T08:57:46.627677Z"
561,50,232,56,2438353,31,"2021-04-07T16:34:26.521373Z"
274,59,17,53,2438353,31,"2021-04-07T16:34:26.514381Z"
340,57,651,53,2438353,29,"2021-03-16T14:13:15.706017Z"
311,62,445,60,2438353,26,"2021-02-26T09:18:02.398768Z"
651,55,506,65,2438353,25,"2021-02-18T12:29:16.626265Z"
468,66,469,53,2438353,25,"2021-02-18T12:29:16.625785Z"
18,76,296,77,2438353,24,"2021-02-09T13:35:58.199098Z"
301,60,645,60,2438353,24,"2021-02-09T13:35:58.187610Z"
17,53,542,55,2438353,23,"2021-02-05T12:34:17.574786Z"
645,60,38,55,2438353,21,"2021-01-29T11:28:32.714005Z"
296,77,478,75,2438353,19,"2021-01-15T23:06:53.648365Z"
388,110,202,62,2438353,18,"2021-01-12T00:24:39.140395Z"
302,113,251,119,2438353,18,"2021-01-12T00:24:39.139844Z"
424,43,445,63,2438353,18,"2021-01-12T00:24:39.139231Z"
23,44,38,55,2438353,18,"2021-01-12T00:24:39.138593Z"
281,74,469,55,2438353,18,"2021-01-12T00:24:39.137938Z"
390,98,478,75,2438353,18,"2021-01-12T00:24:39.137511Z"
17,54,255,72,2438353,18,"2021-01-12T00:24:39.137034Z"
146,39,46,46,2438353,18,"2021-01-12T00:24:39.136397Z"
273,50,232,58,2438353,18,"2021-01-12T00:24:39.135726Z"
617,40,455,54,2438353,18,"2021-01-12T00:24:39.134914Z"
445,63,231,70,2438353,6,"2020-10-21T16:57:12.478823Z"
46,46,15,49,2438353,6,"2020-10-21T16:57:12.472590Z"
202,58,340,59,2438353,4,"2020-09-29T22:43:24.093475Z"
542,55,292,50,2438353,3,"2020-09-22T17:24:27.938635Z"
506,65,118,75,2438353,2,"2020-09-15T17:21:24.247877Z"
88,47,165,48,2438184,38,"2021-05-22T19:31:05.471653Z"
340,57,249,90,2438184,36,"2021-05-14T11:31:13.711347Z"
394,74,228,64,2438184,36,"2021-05-14T11:31:13.703733Z"
252,59,217,54,2438184,35,"2021-05-04T13:00:38.878606Z"
38,55,69,57,2438184,34,"2021-04-27T13:17:17.974166Z"
338,51,474,57,2438184,32,"2021-04-13T12:25:37.778609Z"
69,58,540,59,2438184,30,"2021-03-22T14:16:20.428140Z"
270,61,391,47,2438184,30,"2021-03-22T14:16:20.415343Z"
233,57,648,60,2438184,29,"2021-03-19T08:15:03.278889Z"
540,59,122,57,2438184,27,"2021-03-05T15:50:29.540139Z"
648,60,282,92,2438184,25,"2021-02-18T21:44:21.195919Z"
6,82,224,100,2438184,25,"2021-02-18T21:44:21.194309Z"
249,93,202,68,2438184,25,"2021-02-18T21:44:21.192856Z"
228,64,557,50,2438184,25,"2021-02-18T21:44:21.190839Z"
390,95,276,116,2438184,25,"2021-02-18T21:44:21.189163Z"
474,57,271,60,2438184,25,"2021-02-18T21:44:21.187376Z"
272,118,150,68,2438184,25,"2021-02-18T21:44:21.186079Z"
122,57,100,57,2438184,25,"2021-02-18T21:44:21.184424Z"
459,48,572,45,2438184,25,"2021-02-18T21:44:21.182683Z"
308,48,313,56,2438184,25,"2021-02-18T21:44:21.180990Z"
391,49,298,55,2438184,25,"2021-02-18T21:44:21.179032Z"
165,48,88,50,2438184,25,"2021-02-18T21:44:21.177049Z"
123,50,81,53,2438184,25,"2021-02-18T21:44:21.175243Z"
548,51,573,45,2438184,25,"2021-02-18T21:44:21.173178Z"
217,55,291,53,2438184,25,"2021-02-18T21:44:21.162081Z"
81,53,155,61,2438184,24,"2021-02-12T11:30:10.322374Z"
282,92,164,77,2438184,24,"2021-02-12T10:29:11.751065Z"
150,68,508,77,2438184,24,"2021-02-12T10:29:11.750719Z"
155,61,556,61,2438184,24,"2021-02-12T10:29:11.750155Z"
224,100,641,59,2438184,24,"2021-02-09T18:48:41.723465Z"
202,67,249,93,2438184,24,"2021-02-09T18:48:41.722884Z"
164,77,6,83,2438184,24,"2021-02-09T18:48:41.722441Z"
557,50,474,56,2438184,24,"2021-02-09T18:48:41.721945Z"
508,77,390,93,2438184,24,"2021-02-09T18:48:41.721377Z"
271,60,287,69,2438184,24,"2021-02-09T18:48:41.721000Z"
276,116,272,116,2438184,24,"2021-02-09T18:48:41.720594Z"
100,57,122,57,2438184,24,"2021-02-09T18:48:41.720256Z"
572,45,459,48,2438184,24,"2021-02-09T18:48:41.719943Z"
298,55,391,49,2438184,24,"2021-02-09T18:48:41.719564Z"
313,56,308,48,2438184,24,"2021-02-09T18:48:41.719212Z"
88,50,165,48,2438184,24,"2021-02-09T18:48:41.718846Z"
556,61,123,50,2438184,24,"2021-02-09T18:48:41.718437Z"
291,53,548,50,2438184,24,"2021-02-09T18:48:41.718073Z"
573,45,217,55,2438184,24,"2021-02-09T18:48:41.717353Z"
641,60,103,67,2438184,23,"2021-02-05T13:09:21.190033Z"
122,57,26,49,2438184,23,"2021-02-05T13:09:21.176610Z"
459,48,246,54,2438184,21,"2021-01-30T08:11:39.653377Z"
391,50,274,59,2438184,21,"2021-01-29T13:54:13.322061Z"
165,48,77,47,2438184,17,"2021-01-01T09:17:47.570139Z"
26,49,76,45,2438184,14,"2020-12-18T20:07:38.444475Z"
103,67,437,62,2438184,12,"2020-12-09T16:09:13.152671Z"
437,62,87,60,2438184,11,"2020-12-01T17:53:38.313661Z"
77,48,461,50,2438184,11,"2020-12-01T17:53:38.306859Z"
287,69,296,77,2438184,9,"2020-11-18T11:39:00.492170Z"
87,60,78,54,2438184,8,"2020-11-03T20:25:42.171192Z"
76,45,100,59,2438184,7,"2020-10-27T19:25:25.158255Z"
246,54,77,46,2438184,7,"2020-10-27T19:25:25.145407Z"
548,50,157,50,2438184,3,"2020-09-24T21:41:54.388437Z"
78,55,492,59,2438184,3,"2020-09-22T21:01:01.506098Z"
474,55,394,78,2438184,3,"2020-09-22T21:01:01.502808Z"
296,80,349,50,2438184,3,"2020-09-22T21:01:01.496829Z"
77,45,353,50,2438184,3,"2020-09-22T21:01:01.494298Z"
23,42,368,55,2441126,38,"2021-05-23T13:26:05.461900Z"
587,59,489,58,2441126,38,"2021-05-20T20:13:43.228047Z"
483,46,70,41,2441126,36,"2021-05-14T16:23:19.975885Z"
4,113,284,60,2441126,36,"2021-05-14T15:04:25.392250Z"
391,46,238,53,2441126,36,"2021-05-14T14:47:54.315383Z"
197,44,298,55,2441126,36,"2021-05-14T14:47:54.314871Z"
368,55,114,79,2441126,35,"2021-05-07T17:17:49.756779Z"
432,47,226,59,2441126,35,"2021-05-07T17:10:01.923982Z"
116,47,470,40,2441126,28,"2021-03-11T13:07:51.445324Z"
489,58,106,59,2441126,27,"2021-03-05T22:25:48.438974Z"
238,53,386,54,2441126,26,"2021-02-24T13:58:08.868090Z"
558,47,546,52,2441126,25,"2021-02-19T15:17:47.962423Z"
106,59,229,60,2441126,24,"2021-02-12T20:23:59.806505Z"
226,59,561,50,2441126,24,"2021-02-12T20:23:59.797094Z"
50,43,166,78,2441126,19,"2021-01-15T21:19:22.196968Z"
388,111,117,92,2441126,19,"2021-01-15T21:19:22.196544Z"
302,113,229,60,2441126,19,"2021-01-15T21:19:22.196197Z"
449,53,150,68,2441126,19,"2021-01-15T21:19:22.195866Z"
23,45,141,72,2441126,19,"2021-01-15T21:19:22.195522Z"
306,96,114,80,2441126,19,"2021-01-15T21:19:22.195162Z"
273,50,546,53,2441126,19,"2021-01-15T21:19:22.194771Z"
146,39,470,41,2441126,19,"2021-01-15T21:19:22.194444Z"
558,47,386,54,2441126,19,"2021-01-15T21:19:22.194096Z"
516,45,383,55,2441126,19,"2021-01-15T21:19:22.193666Z"
278,60,70,42,2441126,19,"2021-01-15T21:19:22.193096Z"
386,54,568,55,2441126,14,"2020-12-18T19:49:18.398092Z"
150,68,465,61,2441126,14,"2020-12-18T19:49:18.392191Z"
229,60,106,59,2441126,12,"2020-12-11T15:57:01.044522Z"
561,50,102,58,2441126,10,"2020-11-26T20:25:12.341430Z"
568,55,300,48,2441126,10,"2020-11-26T20:25:12.335412Z"
383,55,305,53,2441126,7,"2020-10-27T19:32:44.712951Z"
470,41,152,50,2441126,6,"2020-10-23T17:07:41.894940Z"
106,60,370,58,2441126,6,"2020-10-23T17:07:41.885369Z"
546,55,139,55,2441126,3,"2020-09-24T14:54:04.580657Z"
152,50,88,50,2441126,2,"2020-09-18T21:36:55.485226Z"
437,67,358,52,842932,38,"2021-05-23T08:25:57.977521Z"
200,55,155,62,842932,38,"2021-05-23T08:25:57.967536Z"
390,96,302,115,842932,36,"2021-05-14T15:04:06.629238Z"
23,42,474,56,842932,35,"2021-05-07T16:36:17.917428Z"
254,127,390,95,842932,35,"2021-05-07T16:36:17.908712Z"
390,95,276,112,842932,32,"2021-04-16T14:42:23.219088Z"
358,52,437,67,842932,31,"2021-04-09T16:39:22.617199Z"
233,58,202,63,842932,31,"2021-04-09T16:39:22.616835Z"
276,113,570,55,842932,31,"2021-04-09T16:39:22.616507Z"
474,57,557,50,842932,31,"2021-04-09T16:39:22.616128Z"
302,116,543,93,842932,31,"2021-04-09T16:39:22.615785Z"
468,69,271,59,842932,31,"2021-04-09T16:39:22.615433Z"
300,53,558,46,842932,31,"2021-04-09T16:39:22.615088Z"
155,62,375,46,842932,31,"2021-04-09T16:39:22.614764Z"
459,48,277,60,842932,31,"2021-04-09T16:39:22.614421Z"
259,73,200,49,842932,31,"2021-04-09T16:39:22.614015Z"
548,52,597,44,842932,31,"2021-04-09T16:39:22.613654Z"
523,40,12,54,842932,31,"2021-04-09T16:39:22.613149Z"
557,51,272,118,842932,29,"2021-03-19T18:00:47.561677Z"
543,96,254,124,842932,29,"2021-03-19T18:00:47.551533Z"
12,54,96,55,842932,28,"2021-03-12T17:39:48.860087Z"
301,60,302,110,842932,27,"2021-03-06T10:03:06.580567Z"
272,118,235,69,842932,27,"2021-03-06T10:03:06.571675Z"
388,111,377,58,842932,26,"2021-02-27T07:38:10.917297Z"
235,69,276,116,842932,26,"2021-02-27T07:38:10.911840Z"
570,54,449,52,842932,25,"2021-02-19T17:31:55.713652Z"
276,116,390,96,842932,24,"2021-02-13T10:02:41.172134Z"
42,48,239,48,842932,24,"2021-02-13T08:47:06.867224Z"
437,67,514,62,842932,23,"2021-02-06T10:06:25.557675Z"
271,58,306,95,842932,21,"2021-01-30T10:10:26.026772Z"
277,60,201,45,842932,21,"2021-01-30T10:10:26.015676Z"
390,97,272,118,842932,20,"2021-01-26T12:18:46.699227Z"
514,61,303,87,842932,19,"2021-01-16T07:34:11.705713Z"
272,118,390,93,842932,19,"2021-01-16T07:34:11.698423Z"
506,65,377,61,842932,18,"2021-01-06T06:49:50.110844Z"
388,110,303,87,842932,18,"2021-01-06T06:49:50.110185Z"
50,43,202,63,842932,18,"2021-01-06T06:49:50.109391Z"
24,53,449,51,842932,18,"2021-01-06T06:49:50.108749Z"
272,117,254,125,842932,18,"2021-01-06T06:49:50.107982Z"
196,38,558,47,842932,18,"2021-01-06T06:49:50.105120Z"
146,39,375,46,842932,18,"2021-01-06T06:49:50.104441Z"
17,54,239,47,842932,18,"2021-01-06T06:49:50.103822Z"
273,50,201,45,842932,18,"2021-01-06T06:49:50.103155Z"
277,57,200,47,842932,18,"2021-01-06T06:49:50.102521Z"
99,40,597,44,842932,18,"2021-01-06T06:49:50.101851Z"
