Player,Team,Pos,GW4,GW5,GW6,GW7,GW8,GW9,Total,Price,Value
Sambi,Arsenal,M,0,0,0,0,0,0,0,4.5m,0
Bailey,Aston Villa,M,0,0,0,0,0,0,0,5.5m,0
Barrenechea,Aston Villa,M,0,0,0,0,0,0,0,5m,0
Dobbin,Aston Villa,M,0,0,0,0,0,0,0,5m,0
Dendoncker,Aston Villa,M,0,0,0,0,0,0,0,4.5m,0
Churlinov,Burnley,M,0,0,0,0,0,0,0,4.9m,0
Koleosho,Burnley,M,0,0,0,0,0,0,0,5m,0
Faivre,Bournemouth,M,0,0,0,0,0,0,0,4.5m,0
Broggio,Aston Villa,M,0,0,0,0,0,0,0,4.5m,0
Seelt,Sunderland,D,0,0,0,0,0,0,0,4m,0
Ortega Moreno,Man City,GK,0,0,0,0,0,0,0,4.9m,0
Phillips,Tottenham,D,0,0,0,0,0,0,0,4m,0
Vuskovic,Tottenham,D,0,0,0,0,0,0,0,3.9m,0
Emerson,West Ham,D,0,0,0,0,0,0,0,4.4m,0
N.Aguerd,West Ham,D,0,0,0,0,0,0,0,4.4m,0
Casey,West Ham,D,0,0,0,0,0,0,0,4m,0
Meupiyou,Wolves,D,0,0,0,0,0,0,0,4m,0
Pedro Lima,Wolves,D,0,0,0,0,0,0,0,4m,0
Hegyi,West Ham,GK,0,0,0,0,0,0,0,4m,0
Foderingham,West Ham,GK,0,0,0,0,0,0,0,4m,0
John,Nott'm Forest,GK,0,0,0,0,0,0,0,4m,0
Gillespie,Newcastle,GK,0,0,0,0,0,0,0,4m,0
Mee,Man Utd,GK,0,0,0,0,0,0,0,4m,0
Onana,Man Utd,GK,0,0,0,0,0,0,0,4.9m,0
Bettinelli,Man City,GK,0,0,0,0,0,0,0,4m,0
Woodman,Liverpool,GK,0,0,0,0,0,0,0,4m,0
Harriman-Annous,Arsenal,M,0,0,0,0,0,0,0,4.5m,0
Pecsi,Liverpool,GK,0,0,0,0,0,0,0,4m,0
King,Everton,GK,0,0,0,0,0,0,0,4m,0
Tyrer,Everton,GK,0,0,0,0,0,0,0,4m,0
Slonina,Chelsea,GK,0,0,0,0,0,0,0,4m,0
McGill,Brighton,GK,0,0,0,0,0,0,0,4m,0
Eyestone,Brentford,GK,0,0,0,0,0,0,0,4m,0
Cox,Brentford,GK,0,0,0,0,0,0,0,4m,0
Balcombe,Brentford,GK,0,0,0,0,0,0,0,4m,0
McKenna,Bournemouth,GK,0,0,0,0,0,0,0,4m,0
Hladky,Burnley,GK,0,0,0,0,0,0,0,4m,0
Proctor,Aston Villa,GK,0,0,0,0,0,0,0,4m,0
Wright,Aston Villa,GK,0,0,0,0,0,0,0,4m,0
Setford,Arsenal,GK,0,0,0,0,0,0,0,4m,0
C.Miguel,Nott'm Forest,GK,0,0,0,0,0,0,0,4m,0
Kalajdzic,Wolves,F,0,0,0,0,0,0,0,4.9m,0
