"element_in","element_in_cost","element_out","element_out_cost","entry","event","time"
199,49,334,45,3802409,18,"2021-12-18T10:39:38.825757Z"
30,55,231,60,3802409,18,"2021-12-18T10:39:38.825384Z"
26,52,482,53,3802409,18,"2021-12-17T13:05:00.143380Z"
83,45,36,44,3802409,13,"2021-11-26T19:16:31.762643Z"
334,45,280,48,3802409,8,"2021-10-15T13:20:16.262464Z"
36,44,185,44,3802409,8,"2021-10-15T13:04:54.776674Z"
482,54,471,50,3802409,6,"2021-09-23T20:53:59.366313Z"
345,70,213,74,3802409,3,"2021-08-24T12:35:13.115926Z"
337,77,468,55,3801379,37,"2022-05-14T09:39:46.239068Z"
266,55,19,54,3801379,36,"2022-05-07T07:29:22.495101Z"
681,71,230,117,3801379,36,"2022-05-05T09:27:42.672893Z"
697,50,298,52,3801379,35,"2022-04-29T12:39:20.798515Z"
555,55,273,54,3801379,28,"2022-03-03T10:39:00.335576Z"
177,77,269,84,3801379,28,"2022-03-02T17:29:52.479526Z"
19,57,35,57,3801379,28,"2022-03-02T17:26:55.631148Z"
701,60,74,53,3801379,28,"2022-03-02T17:26:55.630605Z"
170,49,556,45,3801379,28,"2022-03-02T17:26:55.629932Z"
208,38,425,39,3801379,27,"2022-02-23T08:22:42.110826Z"
585,45,245,37,3801379,27,"2022-02-23T08:22:42.110221Z"
357,122,269,84,3801379,27,"2022-02-23T08:20:41.740053Z"
104,52,468,57,3801379,27,"2022-02-23T08:20:41.739779Z"
681,73,230,117,3801379,27,"2022-02-23T08:20:41.739488Z"
485,89,298,53,3801379,27,"2022-02-23T08:20:41.739042Z"
420,71,35,57,3801379,27,"2022-02-23T08:20:41.738464Z"
483,44,501,49,3801379,27,"2022-02-23T08:20:41.737891Z"
245,37,67,45,3801379,27,"2022-02-23T08:20:41.737321Z"
262,63,229,66,3801379,27,"2022-02-23T08:20:41.736716Z"
112,54,556,45,3801379,27,"2022-02-23T08:20:41.736099Z"
637,39,30,55,3801379,27,"2022-02-23T08:20:41.735418Z"
269,84,187,62,3801379,25,"2022-02-12T09:12:30.737311Z"
74,53,141,78,3801379,25,"2022-02-12T09:12:30.731086Z"
503,45,578,59,3801379,22,"2022-01-14T16:13:39.285332Z"
501,49,252,53,3801379,22,"2022-01-14T16:13:39.278605Z"
35,58,461,57,3801379,14,"2021-11-29T16:11:24.661413Z"
187,63,63,65,3801379,11,"2021-11-04T20:45:56.974569Z"
578,60,267,57,3801379,11,"2021-11-04T20:45:56.974269Z"
298,53,70,45,3801379,11,"2021-11-04T20:45:56.973929Z"
273,54,319,44,3801379,11,"2021-11-04T20:45:56.973628Z"
425,39,208,39,3801379,11,"2021-11-04T20:45:56.973291Z"
556,45,389,43,3801379,11,"2021-11-04T20:45:56.972908Z"
468,55,109,67,3801379,10,"2021-10-25T20:34:09.760037Z"
63,65,455,71,3801379,6,"2021-09-21T16:06:57.753860Z"
579,125,269,84,3801379,4,"2021-09-01T11:05:49.610141Z"
70,45,276,69,3801379,3,"2021-08-27T15:08:08.607815Z"
208,41,121,54,3801379,3,"2021-08-27T15:08:08.603493Z"
224,53,431,48,72693,38,"2022-05-22T13:02:27.940656Z"
368,44,360,45,72693,38,"2022-05-22T13:02:27.936756Z"
180,75,518,54,72693,36,"2022-05-07T11:34:37.074848Z"
20,56,109,64,72693,36,"2022-05-07T11:34:37.074329Z"
503,46,26,53,72693,36,"2022-05-07T11:34:37.073721Z"
170,48,112,53,72693,36,"2022-05-07T11:34:37.066758Z"
357,126,430,74,72693,33,"2022-04-16T09:12:57.091757Z"
109,68,6,83,72693,33,"2022-04-16T09:12:57.091243Z"
26,53,681,71,72693,33,"2022-04-16T09:12:57.085224Z"
142,63,16,51,72693,32,"2022-04-08T16:32:42.734960Z"
112,54,475,53,72693,31,"2022-04-02T09:06:41.724647Z"
215,65,196,65,72693,30,"2022-03-18T18:12:26.316382Z"
22,66,359,108,72693,29,"2022-03-12T10:09:43.045192Z"
360,48,67,45,72693,29,"2022-03-12T10:09:43.036775Z"
6,83,468,57,72693,28,"2022-03-05T10:20:04.908229Z"
518,55,450,61,72693,28,"2022-03-05T10:20:04.907958Z"
681,74,484,55,72693,28,"2022-03-05T10:20:04.907666Z"
51,48,420,67,72693,28,"2022-03-05T10:20:04.907396Z"
359,108,277,116,72693,28,"2022-03-05T10:20:04.907122Z"
16,51,491,43,72693,28,"2022-03-05T10:20:04.906839Z"
168,51,364,44,72693,28,"2022-03-05T10:20:04.906549Z"
431,50,256,66,72693,28,"2022-03-05T10:20:04.906278Z"
67,45,229,66,72693,28,"2022-03-05T10:20:04.906004Z"
237,85,127,59,72693,28,"2022-03-05T10:20:04.905688Z"
475,53,559,48,72693,28,"2022-03-05T10:20:04.905397Z"
295,44,270,51,72693,28,"2022-03-05T10:20:04.905059Z"
518,55,468,58,72693,27,"2022-02-25T17:44:49.013328Z"
700,65,450,61,72693,27,"2022-02-25T17:44:49.013033Z"
357,122,430,74,72693,27,"2022-02-25T17:44:49.012763Z"
145,43,484,55,72693,27,"2022-02-25T17:44:49.012495Z"
359,108,420,68,72693,27,"2022-02-25T17:44:49.012217Z"
254,87,233,131,72693,27,"2022-02-25T17:44:49.011945Z"
255,107,196,65,72693,27,"2022-02-25T17:44:49.011669Z"
245,37,491,42,72693,27,"2022-02-25T17:44:49.011395Z"
208,38,364,45,72693,27,"2022-02-25T17:44:49.011097Z"
98,49,229,66,72693,27,"2022-02-25T17:44:49.010824Z"
106,48,127,59,72693,27,"2022-02-25T17:44:49.010546Z"
572,39,559,48,72693,27,"2022-02-25T17:44:49.010253Z"
448,40,270,52,72693,27,"2022-02-25T17:44:49.009894Z"
430,74,579,125,72693,26,"2022-02-19T07:06:54.400864Z"
233,131,240,81,72693,26,"2022-02-19T07:06:54.394277Z"
579,125,413,78,72693,25,"2022-02-12T10:09:59.348581Z"
196,65,50,44,72693,25,"2022-02-12T10:09:59.342515Z"
364,45,142,61,72693,24,"2022-02-08T17:37:29.499233Z"
450,61,579,125,72693,23,"2022-01-21T17:31:51.107856Z"
579,125,40,77,72693,22,"2022-01-14T17:52:23.942980Z"
277,116,359,106,72693,22,"2022-01-14T17:52:23.938618Z"
484,55,265,81,72693,21,"2022-01-01T10:03:08.831409Z"
359,106,233,127,72693,21,"2022-01-01T10:03:08.825641Z"
270,51,376,40,72693,20,"2021-12-28T12:35:19.288082Z"
518,52,468,57,72693,19,"2021-12-26T13:15:25.045683Z"
579,125,413,78,72693,19,"2021-12-26T13:15:25.045393Z"
6,85,40,78,72693,19,"2021-12-26T13:15:25.045130Z"
251,119,265,81,72693,19,"2021-12-26T13:15:25.044852Z"
26,54,240,79,72693,19,"2021-12-26T13:15:25.044574Z"
359,104,233,127,72693,19,"2021-12-26T13:15:25.044278Z"
96,54,50,45,72693,19,"2021-12-26T13:15:25.044008Z"
208,38,491,43,72693,19,"2021-12-26T13:15:25.043732Z"
370,52,229,66,72693,19,"2021-12-26T13:15:25.043447Z"
16,48,127,59,72693,19,"2021-12-26T13:15:25.043178Z"
54,40,559,48,72693,19,"2021-12-26T13:15:25.042887Z"
270,51,376,40,72693,19,"2021-12-26T13:15:25.042538Z"
40,78,579,124,72693,18,"2021-12-18T12:31:52.317372Z"
265,81,96,54,72693,18,"2021-12-18T12:31:52.311133Z"
420,65,196,65,72693,17,"2021-12-14T17:17:11.037638Z"
579,124,357,121,72693,16,"2021-12-10T17:31:37.786843Z"
413,79,78,66,72693,16,"2021-12-10T17:31:37.782941Z"
468,57,430,76,72693,14,"2021-11-30T17:01:11.136448Z"
240,78,22,62,72693,14,"2021-11-30T15:18:10.302811Z"
357,122,205,106,72693,12,"2021-11-20T07:11:40.121201Z"
142,60,262,61,72693,12,"2021-11-20T07:11:40.115683Z"
78,67,413,80,72693,11,"2021-11-05T17:40:27.954777Z"
205,106,529,117,72693,9,"2021-10-21T21:27:11.201945Z"
229,66,119,60,72693,8,"2021-10-16T09:02:49.142330Z"
430,75,78,63,72693,7,"2021-10-02T09:17:42.642781Z"
50,45,115,44,72693,7,"2021-10-02T09:17:42.642483Z"
96,55,33,80,72693,7,"2021-10-02T09:17:42.641914Z"
491,42,437,49,72693,7,"2021-10-02T09:16:22.556339Z"
262,61,302,40,72693,7,"2021-10-02T09:16:22.556016Z"
119,60,237,75,72693,7,"2021-10-02T09:16:22.555650Z"
78,63,579,126,72693,7,"2021-09-29T05:36:04.749462Z"
529,117,520,45,72693,7,"2021-09-29T05:36:04.749054Z"
22,62,419,64,72693,7,"2021-09-29T05:36:04.748657Z"
33,80,289,76,72693,7,"2021-09-29T05:36:04.748380Z"
196,65,240,76,72693,7,"2021-09-29T05:36:04.748055Z"
302,40,418,50,72693,7,"2021-09-29T05:36:04.747724Z"
256,61,275,55,72693,7,"2021-09-29T05:36:04.747400Z"
127,57,168,53,72693,7,"2021-09-29T05:36:04.747095Z"
376,40,69,45,72693,7,"2021-09-29T05:36:04.746781Z"
559,45,54,40,72693,7,"2021-09-29T05:36:04.746379Z"
413,79,189,79,72693,6,"2021-09-25T09:01:21.692883Z"
189,79,413,77,72693,5,"2021-09-17T16:32:45.770130Z"
437,49,208,40,72693,5,"2021-09-17T16:32:45.764655Z"
579,125,337,80,72693,4,"2021-09-11T09:04:09.765948Z"
240,76,277,120,72693,4,"2021-09-11T09:04:09.761224Z"
419,62,240,75,72693,3,"2021-08-25T21:01:40.306548Z"
